id,book_title,book_author,book_narrator,book_genre,book_year,book_length,book_publisher,image_link,amazon_link,amazon_price,goodreads
12310,My Secret Garden Women's Sexual Fantasies ,,,,,,,,,,
12312,No Is Not Enough ,,,,,,,,,,
12314,"Not Afraid, The Evolution of Eminem ",,,,,,,,,,
12316,Echo ,,,,,,,,,,
12318,"Diversity, Inc. ",,,,,,,,,,
12320,"Primed to Perform, How to Build the Highest Performing Cultures Through the Science of Total Motivation",,,,,,,,,,
12324,"Story. Substance, Structure, Style and The Principles of Screenwriting ",,,,,,,,,,
12326,Procrastinate on Purpose ,,,,,,,,,,
12328,The Einstein Intersection ,,,,,,,,,,
12330,Babel-17 ,,,,,,,,,,
12332,Save the Cat ,,,,,,,,,,
12334,Seveneves ,,,,,,,,,,
12336,Gideon the Ninth ,,,,,,,,,,
12338,The Alchemist ,,,,,,,,,,
12340,"The Anarchy, The Relentless Rise of the East India Company ",,,,,,,,,,
12342,The Four Obsessions of an Extraordinary Executive,,,,,,,,,,
12344,The Invention of Yesterday ,,,,,,,,,,
12346,The Last Machine in the Solar System,,,,,,,,,,
12348,The Plot to Betray America,,,,,,,,,,
12350,The Prepper's Guide to the End of the World - Collection 8 Best Survival Guides,,,,,,,,,,
12352,The Road to Serfdom ,,,,,,,,,,
12354,The Smartest Guys in the Room ,,,,,,,,,,
12356,The Year 1000 ,,,,,,,,,,
12358,This is Going to Hurt ,,,,,,,,,,
12360,This Is How You Lose the Time War,,,,,,,,,,
12362,Three Big Questions for a Frantic Family,,,,,,,,,,
12364,Too Big to Fail ,,,,,,,,,,
12366,Trump Impeachment Hearings - 2019,,,,,,,,,,
12368,The Sleep Solution ,,,,,,,,,,
12370,Weird Parenting Wins Bathtub Dining Family Screams and Other Hacks from the Parenting Trenches ,,,,,,,,,,
12372,What Am I Doing Here ,,,,,,,,,,
12374,Why Wall Street Matters ,,,,,,,,,,
12376,Homegoing - A Novel ,,,,,,,,,,
12377,You Can Negotiate Anything,,,,,,,,,,
12379,Hitch 22 ,,,,,,,,,,
12380,A Very Stable Genius Donald J. Trump's Testing of America,,,,,,,,,,
12381,Arguably  ,,,,,,,,,,
12382,Against Empathy,,,,,,,,,,
12383,God is Not Great  ,,,,,,,,,,
12384,Aristotle and Dante,,,,,,,,,,
12369,The Trial of Henry Kissinger  ,,,,,,,,,,
12386,Mortality ,,,,,,,,,,
12387,Economists Hour False Prophets Free Markets and the Fracture of Society,,,,,,,,,,
12388,"Thomas Jefferson, Author of America ",,,,,,,,,,
12390,Ego Is the Enemy,,,,,,,,,,
12391,Letters to a Young Contrarian,,,,,,,,,,
12392,Facebook,,,,,,,,,,
12393,And Yet... Essays ,,,,,,,,,,
12395,The Missionary Position  ,,,,,,,,,,
12396,"Farther Away, Essays ",,,,,,,,,,
12397,The Portable Atheist  ,,,,,,,,,,
12398,First Conspiracy The Secret Plot to Kill George,,,,,,,,,,
12399,"Christopher Hitchens, Talk Shows, Debates and Interviews ",,,,,,,,,,
12400,Future of Capitalism Facing the New Anxieties,,,,,,,,,,
12401,Four Horsemen ,,,,,,,,,,
12402,Gene An Intimate History,,,,,,,,,,
12403,History is No Longer Taught ,,,,,,,,,,
12404,Genghis Khan and the Making of the Modern World,,,,,,,,,,
12405,No One Left to Lie To - The Triangulations of William Jefferson Clinton,,,,,,,,,,
12406,Hymns of the Republic The Story of the Final Year of the American Civil War,,,,,,,,,,
12407,The Commonwealth Club ,,,,,,,,,,
12408,Impeachment Report The House Intelligence,,,,,,,,,,
12409,The Enemy ,,,,,,,,,,
12410,Legacy of Ashes The History of the CIA,,,,,,,,,,
12411,Thomas Paine's Rights of Man - A Biography ,,,,,,,,,,
